,tweets,sentiment_analysis
1333,I love every season of . But I choose season6 of the many tender . I was hunger for this . heart,positive
1334,Repost from - when one is out for a ride with their daughter and there ’ s a weird light chasing your …,negative
1335,I know it ' s a lot but if you and from have the time through zoom to do some …,neutral
1336,I wish I had a in my office as well joy Have a good day ( or night ) wherever you are dear,positive
1337,Wait Young Daughter ?! flushedwoozy,neutral
1338,The king and his queen at home smiling impprincess medium light skin tonered heartfire This is so beautiful heart eyesred heartclapclapclapclap Thanks for prayred heart …,positive
1339,I ' just watched episode S06 | E10 of !,neutral
1340,A pride to be smiling imp Thanks and prayred heart …,positive
1341,( feat . ) by Mystery on,neutral
1342,Day 4 : Music . 2nd drawing for this prompt of lucitober2021 I love this moment . Music is ’ s bond more than h …,positive
1343,. smiling imp …,positive
1344,"is such a crap . going on about not wanting to leave and Rory , but never …",negative
1345,We are now over 666 firegun,neutral
1346,This is the best thing I ' seen all day,positive
1347,Day 4 : Music inktober2021 …,neutral
1348,I ' just watched episode S06 | E09 of !,neutral
1349,"tomorrow ' s reaction now ! Stressful to wait until the day before , but with the week I ' had I …",negative
1350,A reference ? That ’ s some theology,neutral
1351,Always will be smiling impsmiling impsmiling impheart,positive
1352,"I was hooked on with the pilot episode . 1st reaction was ‘ oh , this should be fun ’ and I …",positive
1353,Wait should I start watching and ??( not at the same time ),neutral
1354,they make the world ...,neutral
1355,“ I ’ d commemorate the one time you me ” Finished this piece with color . LuciferSeason3 …,neutral
1356,Excited to share the latest addition to my shop : Confrontation Original Painting Trapped Labyrinth …,positive
1357,"tackled many in its six - season run : A musical episode , a cartoon episode , a black - and - whit …",neutral
1358,so like Um what do you think of this,positive
1359,wow ! These are so cool ! I love ' s silhouette . Beautiful ! firesmiling impheart,positive
1360,"Oh my goodness !!! How did I not notice that ?! pleadingheart eyesheartsmiling imp That is SO sweet ! , I probably ' t notice because I was …",positive
1361,One of the many MANY I love about heart eyes The power of touch . INCREDIBLE . heartsmiling imp Bless this thread . pray…,positive
1362,"Love it ! Love ' s and ' s "" uneasiness "" in the passenger seat . joy Getting into character .…",positive
1363,i just finished and that had some of the worst last season writing seen in a time . wow .,negative
1364,What if it had been a …,neutral
1365,I ' just watched episode S06 | E01 of !,neutral
1366,Me … waiting on the video from DIAH15 now that they ’ re in the process of being sent out . hearttadascreamsmiling imp…,neutral
1367,purple heart . purple heart LuciferSeason6,neutral
1368,Been binge watching and I really do love and ' s friendship,positive
1369,Need a pause on bad are my trigger ..,negative
1370,I ' just watched episode S03 | E17 of !,neutral
1371,I ' just watched episode S06 | E02 of !,neutral
1372,Just saying . It more sense than a issue . Error …,negative
1373,"pleadingheart In my opinion , , by far , gave the best closure of any show I ’ ever watched .. …",positive
1374,I ' just watched episode S05 | E16 of !,neutral
1375,Right Wing and leftist via,neutral
1376,"This is still one of my favorite , I almost prefer this drawing before it was up …",positive
1377,Demonology - Learn more about in the,neutral
1378,LuciferSeason6 I would have been happy if you ended in S5 but I am and now to …,positive
1379,greed,negative
1380,I ' just watched episode S06 | E08 of !,neutral
1381,: been like this,positive
1382,I ' just watched episode S02 | E15 of !,neutral
1383,Am I the only one in the fandom that ' T want a movie ?,positive
1384,I ’ m watching who ’ s seen it ?,neutral
1385,God on retirement ?,positive
1386,I ' just watched the episode S06 | E04 of !,neutral
1387,"sobskullskull i just hope all the watch it at least , or the . d …",positive
1388,"for those who don ’ t know , under only got like 400k :/// should i be tho ? anyway , next …",positive
1389,lucitober2021 day 4 ” Music ” Unforgiven pastel …,neutral
1390,The introduction of Eve in S4 was flawless,positive
1391,I ' just watched episode S06 | E10 of !,neutral
1392,"That ' s me waiting for my hubby getting back from his work assignment . 6 ! ( not 15 tho , but still ) 8 …",neutral
1393,"Huge fan but how the hell did I not know my , Maze , is originally from SA ?? woman facepalming medium skin tone It m …",negative
1394,I wish the final season of ’ t about teen angst . I hate teenage / surprise pregnancy so …,positive
1395,"me to rate but they don ' t have an "" I used to really enjoy it but the last couple of …",positive
1396,I ' just watched episode S06 | E07 of !,neutral
1397,I ' just watched episode S03 | E17 of !,neutral
1398,I would watch a !!!,neutral
1399,I ' just watched episode S06 | E08 of !,neutral
1400,no one put me first ... -,negative
1401,I ' just watched episode S06 | E07 of !,neutral
1402,paint me like your,positive
1403,I also had a random ex moot introduce me to by a single tweet with a beautiful …,positive
1404,Catching up on and they ’ turned the damn show into a musical … !!!,negative
1405,[ C ] for anime Commission,neutral
1406,"Finally caught the ending to . And aw , , they it .",neutral
1407,Day 4 : Music . Like a bridge over water !musical score One of the best ever ! …,positive
1408,"How is this a punishment ? Chain me to your bed , ! !",negative
1409,I ' just watched episode S06 | E10 of !,neutral
1410,When you see the falling from the sky that ' s when the world ' s really ending joyjoyjoy,negative
1411,really very good . But I fell in love with …,positive
1412,"Finished LuciferSeason6 on , the last season of ... It was pretty good , a slow start but the last …",positive
1413,I ' just watched episode S06 | E06 of !,neutral
1414,So is supposed to make me cry ...,negative
1415,"After of and ' s death , he finally to see her in that red dress . * I have re - my O …",negative
1416,I ’ m absolutely with & ; how I this long to watch it ? One thing for sure is we rea …,positive
1417,I need to watch the last season of but I don ’ t want it to end .,positive
1418,season7 smiling impfire,positive
1419,Want to help us continue to provide you with the content you love ? There are 3 ways you can help us do just that .…,positive
1420,reply & ; i ’ give you 4 series and you put your from each . here ’ s some of mine | dynasty brooklyn99 …,neutral
1421,Daily request ... movie pray?! Join our page & ; let ' s get this !,positive
1422,I ' just watched episode S06 | E05 of !,neutral
1423,", you ’ re one of ’ s of the Year ! smiling imp",positive
1424,"Joe "".... have it up and done in an hour ."" rofljoy are …",neutral
1425,": You know , I ' m starting to regret showing you how that blender works . , drinking toast : Why do you say …",negative
1426,!!! !!! So excited to have my unofficial cookbook by the amazing that is chef !!!! N …,positive
1427,"20 ) ( 2016 – 2021 ) Season 6 "" No matter where you go . No matter where you are . I ' be with you . I ' be with y …",negative
1428,add & ; audio . For below dark …,neutral
1429,Conceptual Graphics of Poster by me ~ ( here ' s the product of 8 on ). Got in two …,neutral
1430,I ' m currently with ... how the hell did I ignore it for so long ? tired face I love the chemistry between him and . heart eyes,negative
1431,Day 4 - Raven I know is a crow but just …,neutral
1432,"“ God is not the killer . But before they took her to the nurse , she told me who her .” “ Really ? Who ?” “ .” roflrofl",positive
1433,"In Russia , a brown bear that was abandoned as a cub and raised by now a career , …",negative
1434,it does some h and patience for the different / of each the …,neutral
1435,"How the HELL am I now only watching this show smiling imp "" The best thing to do , is always to follow your d …",positive
1436,’ s interpretation of is what won him the award by the . It ’ s a no brainer this show brought i …,positive
1437,"This song still me . Thanks , LuciferSeason6 cry But I really do love this song . All of the that were i …",positive
1438,Forever heart,neutral
1439,I ' just watched episode S06 | E09 of !,neutral
1440,goes under my skin smiling impsmiling imp Tattoo Desire,positive
1441,"I ' t like the ending , I mean if Rory was that desperate for father ' s love should have told her …",positive
1442,add & ; audio . For below dark …,neutral
1443,I ' just watched episode S06 | E08 of !,neutral
1444,"Day 4 : Music Lucitober2021 Creep … through music all it connect , pain , friendship , family , love … Pencil drawing . Not …",positive
1445,"In fact , the only major difference between the is Nancy will readily eat a fully luncheon at t …",neutral
1446,I think I ' figured out why everyone needlessly the plot to immediately . She and …,neutral
1447,“ I love you . I love you . Please don ’ t leave ” pleading,positive
1448,I ' just watched episode S06 | E01 of !,neutral
1449,21 days left ! Three left ! LuciferSeason6,neutral
1450,Good evening and a great start into the new week to my and everyone ! Wish you a great ! And to make …,positive
1451,This is what Sandman ' s actually like .,positive
1452,The were real in this one,neutral
1453,I ' just watched episode S06 | E04 of !,neutral
1454,", strong and real , that ' s what I like",positive
1455,I ' just watched episode S06 | E01 of !,neutral
1456,I ' just watched episode S06 | E10 of !,neutral
1457,Only 4 days left until ' s release ! exploding head Would you like a one - sentence teaser for ? ! ( Do …,positive
1458,", , Rush , I them all . , you are such a great actor . Thank you this",positive
1459,"You ' excuse me , but I think this scene must be and in slow motion For research of course , yes ?!?…",positive
1460,I like the fact there were no cheating involve once and with each other . You seldom …,negative
1461,I ' just watched episode S06 | E08 of !,neutral
1462,"Today ' s lucitober2021 1st time black paper , and conte pastel for some of the ( but had to w …",neutral
1463,I ' just watched episode S06 | E06 of !,neutral
1464,"Dan , a difficult relationship with and yet you are ? In hell as in heaven ? Can ' t Dan return to …",negative
1465,"Good morning ! Now that is over , would you please consider the with any of yo …",positive
1466,Good afternoon heart smiling imp kissing heart wish y ' all a fabulous heart and a very good start in t …,positive
1467,This is truly amazing LuciferSeason6,positive
1468,mor3 Me in that scene LuciferSeason6,neutral
1469,I ’ m working on this moment . One of our beloved . Am I right ? LuciferSeason3 …,positive
1470,"Join Bill and this week as they talk about , Rucker , ' s "" All The Right "", and …",positive
1471,LOVE THIS !! smiling impsmiling imp,positive
1472,add & ; audio . For below dark …,neutral
1473,I dont think its a good idea to make a movie for i honestly think the ending ' t need anything else o …,positive
1474,"I almost burst into , Dan sobbroken heart Dan",neutral
1475,⛧⛧ Invoke Forbidden Power !⛧⛧🡆⛧ ILLUMINATI IRRESISTIBLE F . O . R . C . E CELEBRITY FAME TALENT RITUAL ⛧…,positive
1476,"in S06E8 , : "" Were you to go full Dickens and get by the word ?""",neutral
1477,And the gentle pat on her shoulder as she into him . These two are killing me . But I love every second . pleadingheart eyesfire…,positive
1478,add & ; audio . For below dark …,neutral
1479,They are so much HATE,negative
1480,"Come on over . heart eyessmiling face with three hearts Now that ' s there , he ' s completely content - even with his internal struggle . As long as she '…",negative
1481,fully embracing both sides of himself . The Avenging Archangel & ; Devil . smiling impfire Damn . Killer . heart eyeshot …,negative
1482,Completely by the internal & ; external beauty of Decker . Completely soaking up all her love . pleading The …,positive
1483,I ' just watched episode S06 | E06 - A Lot Than That of !,neutral
1484,That ' s our Dancing Devil !! heart eyessmiling impsmiling face with three hearts Like always - put a huge smile on my face . two hearts Thank you . heart…,positive
1485,"Another , amazing Detective !! heart eyescrown Beautiful job !! her character . She a spotlight ! heart…",positive
1486,It ' s like this that just it all the more hilarious . roflrofl LuciferSeason6,positive
1487,""" La la la ."" ' s so precious . LOVE this !! Being a Detective is in her blood . This is BEAUTIFUL ! Your work is …",positive
1488,""" I ' be with you - always ."" pleadingsob This is absolutely STUNNING . You can feel their love & ; heartbreak through the draw …",positive
1489,You can feel their through the sketch . heart eyes Lovely !! heartsmiling imp Lucitober2021,positive
1490,Love the right down to his scar . He so vulnerable here . pleading Lovely job !! heart eyes …,positive
1491,"... clever ! Gorgeous job , as usual , !! heart eyes Lucitober2021",positive
1492,I wish don ' t need to be end now sobsob,positive
1493,Detective Naked and Afraid,neutral
1494,""" It impossible that a show about celestial , eternal is coming to a close . But as it does , remember th …",neutral
1495,"Love , S02 | E12 , de !",positive
1496,"My GOD , It ' s the "" what do you desire "" I ' ever and seen from him My heart pleadingpleadingred heartred heart …",positive
1497,I picked the wrong emotional state to watch the last few of,negative
1498,Short but ’ s voice is always such a gift ... heartheart and Ga …,positive
1499,: Let ’ s watch and . : . : And make out during the scary . : Th - C …,negative
1500,add & ; audio . For below dark …,neutral
1501,"well now i ' m sad , I ' m still not over the finale I see ...",negative
1502,I miss them .......! pleadingheart,negative
1503,LOST ( W 59th St & ; S Western Ave ) Male Husky Black / White . Do not call or …,negative
1504,Watch Season 1 to Season 6 - Season 1 to Season 6 is available on N …,neutral
1505,"at the ( 02 , 2021 ) via",neutral
1506,"at the ( 02 , 2021 ) via",neutral
1507,"at the ( 02 , 2021 ) 4 / 4",neutral
1508,"at the ( 02 , 2021 ) 4 / 4",neutral
1509,"at the ( 02 , 2021 ) via 3 / 4 …",neutral
1510,"at the ( 02 , 2021 ) via 3 / 4 …",neutral
1511,"at the ( 02 , 2021 ) via 2 / 4 …",neutral
1512,"at the ( 02 , 2021 ) via 2 / 4 …",neutral
1513,"at the ( 02 , 2021 ) via 1 / 4 …",neutral
1514,"at the ( 02 , 2021 ) via 1 / 4 …",neutral
1515,Still that bitch and will forever be THAT BITCH two heartstwo heartstwo hearts . . …,negative
1516,I ’ m not over how clever and wonderful and emotional episode 8 was . I am just blown away .,positive
1517,I ' m doctor .. And i cant stop myself Why do i hate myself so much ...:),negative
1518,I ' just watched episode S06 | E05 of !,neutral
1519,Watching occult fiction fantasy comedy crime drama series season 6 . star2 ing …,negative
1520,"6x06 REACTION is now LIVE ! protection squad , where you at ? The way carried this episode , kin …",neutral
1521,"Like my new mask , it ' s from . I got it from …",positive
1522,Scene Of The Month - 2021 + POLL Brooklyn99 …,neutral
1523,In a world where everyone 2b like Mike Read about like …,positive
1524,love it,positive
1525,Tired of waiting for ? Read about mayhem like …,negative
1526,relieved no matter what for season 7 8 9 .. or many more prayheartfire LuciferSeason7 Joe …,positive
1527,It ' s Al ' s birthday ! Fantasy Actor Colony …,neutral
1528,On to Day 4 of my 31DaysofFunnyWomen and it is the magnificent . I obviously her …,positive
1529,add & ; audio . For below dark …,neutral
1530,Maybe a movie about them ' t a bad idea ...hugs,negative
1531,the Goddess is back,neutral
1532,": I actually have a black belt . : In what , karate ? : No , from .",negative
1533,. …,neutral
1534,Good morning smiling face with three heartsheart,positive
1535,: You ' re right . : That ' s ... That ' s an unusual phrase for you . Did you just learn it ?,neutral
1536,add & ; audio . For below dark …,neutral
1537,add & ; audio . For below dark …,neutral
1538,The myth that they both could do anything just because they ask the father in heaven . and the answer was …,positive
1539,A Lovely Day,positive
1540,"There ’ s another show you could watch , slightly smiling face",positive
1541,"... good morning and good start of the week , with our always perfect in every episode of …",positive
1542,I ' just watched episode S06 | E01 of !,neutral
1543,"I know it ' s utopia I know it won ' t be , but just you it me …",positive
1544,I ' just watched episode S06 | E10 of !,neutral
1545,ready .. anything to get them back smiling impsign of the horns medium skin tone,positive
1546,as Decker people on is a great moment ! firefirefire,positive
1547,loudspeaker SPOTLIGHT loudspeaker 31 Cover from - …,neutral
1548,S6E7 & ; 8 of have been an hilarious of the series .,positive
1549,I FINISHED !!!! HOW sobsobsobsob,neutral
1550,FUTURE SCENE !,neutral
1551,I ' just watched episode S06 | E07 of ! ?,neutral
1552,I ' just watched episode S06 | E09 of !,neutral
1553,“ I ’ see you soon .” : skull and crossbones selector,neutral
1554,Wait a minute !,neutral
1555,a flop . You should do everything for family . You should have let him die then you won ’ t disappear !,negative
1556,I really want a partner to love me the way that sob,positive
1557,because could have and the …,neutral
1558,THEY - NOT RORY ! This is dark as per usual for,neutral
1559,6x10 A THREAD On the Series Finale of HELP !,positive
1560,Rory and one last day of fun together . I ’ m soft .,positive
1561,Good morning kissing heartkissing heart Have a wonderful week …,positive
1562,"“ The three of puberty … acne , pubes and ” joy",positive
1563,"Get your author copy of Red Sand and Golden Light at bookshop in , AK books The first two …",neutral
1564,Trying to get that energy but it ‘ s too early right now …,positive
1565,I ' just watched episode S06 | E07 of !,neutral
1566,Just watching and I ’ m hooked . 7 and had to force myself to turn it off so I can ge …,neutral
1567,Is A Dirty Business ..!!,negative
1568,"In , going to heaven or hell is based on a person ’ s guilt about their or lack thereof . Does that mean …",negative
1569,"de - S06 | E08 : Save the Devil , Save the World .",positive
1570,"Ending on the Black Parade though , iconic ,",neutral
1571,"Listen the ending was good enough and all …… but I just DONT understand , if can pop do …",positive
1572,Ivy in tonight ’ s episode of in . …,neutral
1573,"Did we ever consider for the next Bond ? Watching him kick ass in a suit , I could definitely see i …",negative
1574,"Hey , made her way back to LA !",neutral
1575,Hell yeah ! smiling impok handfire Thanks ! heart eyesprayred heart …,positive
1576,Joe …,neutral
1577,Joe …,neutral
1578,Ready for a movie ?! Join our page & ; let ' s get this ! LuciferSeason6 …,positive
1579,and are the same entity and I ' m the Ashes of the Morning Star,neutral
1580,I ' just watched episode S06 | E07 of !,neutral
1581,weird without the accent,negative
1582,"I ' m watching 6x10 "" ‘ Til the End """,neutral
1583,give me,neutral
1584,Carol is a generic white man but considering the serial and they ’ had with before …,neutral
1585,I ' just watched episode S06 | E10 of !,neutral
1586,listen the / story line is real good REAL GOOD,positive
1587,She ’ s a Mean Murder Angel !! roflrofl I love Dan !,negative
1588,"I kind of agree with , was a mistake . joy",positive
1589,The Real Truth about religion,positive
1590,I ' just watched episode S06 | E05 of !,neutral
1591,i just a bit my colors i bought over the for my of ... there are over 4 …,neutral
1592,actress tied the knot with Dan Bar in a beachy wedding in ! ringcupid,neutral
1593,Finally getting into Great show . And maybe should be considered as the next Doctor .,positive
1594,"6x02 "" of Baggage "" ★★★★★★★☆☆☆",neutral
1595,"I ' m watching 6x09 "" , """,neutral
1596,I love you virus connected to & ; Farming & ;…,positive
1597,Demonology - The History of hell satan mythology demonology The Demonic History of …,negative
1598,I ' just watched episode S06 | E04 of !,neutral
1599,I also love that is basically Therapist to the Celestial,positive
1600,’ s heaven is . So is Hell really HELL ?? LuciferSeason6 …,negative
1601,"I ’ t live tweet watching this last season of much but I to say that exactly right , n …",neutral
1602,How fighting in a suit pooh rofl,positive
1603,sale my store . Everything is on SALE till 10 / 17 / 21 & ;& ; & ;& ; devil …,negative
1604,Why ' s nobody talking about this bit ? This reference was legit one of the of the season to me joyjoyjoy…,neutral
1605,"Pure art and a whole damn snack , wrapped up in one scrumptious package",positive
1606,"☆""spider The Great open book spider web""☆ infinity HXH1999 HXH2011 …",positive
1607,"Day 3 - Detective . When there are to uncover / to solve ... once a detective , always THE Detective .…",positive
1608,Hey ! anyone what in place of the bourbon / whisky on the show ? Is it just color …,neutral
1609,I ' just watched episode S06 | E02 of !,neutral
1610,Day 3 ’ s blue pencil Detective sparkles Lucitober2021,positive
1611,"I ' m watching 6x08 "" Save the Devil , Save the World """,positive
1612,": "" """,neutral
1613,Here ' s your daily random dose of ! arrow right arrow right Multiverse,neutral
1614,"Joe survey for , maybe you could t …",neutral
1615,": "" """,neutral
1616,Y ’ all let Dan die . I ’ m crying cry,negative
1617,Good night,positive
1618,"I ' m probably going to regret this tomorrow , but Its been a week so I ' m taking another day off and my …",negative
1619,i ' just watched episode S02 | E05 of,neutral
1620,"Funny enough , I used to have a real fear of hell . fixed that for me . if you haven ' t seen …",negative
1621,So I can watch season 3 of on for free but I have to pay for season 1 & ; 2 ? Make it make sense !,positive
1622,Raise a little Hell ! For Day 2 of ( Suit ) I decided who a suit better than aka …,negative
1623,I ' just watched episode S06 | E01 of !,neutral
1624,"I ' m watching 6x07 "" My Best Fiend ' s Wedding """,positive
1625,Day 02 : Suit Lovely from Obey Me in his Bunny Suit ! rabbit bunny suit …,positive
1626,“ You ’ need a much bigger .” Day 3 : Detective lucitober2021 …,neutral
1627,star her next major role :,neutral
1628,final . .,neutral
1629,Just watched S06 | E10 of !,neutral
1630,I ' just watched episode S06 | E02 of !,neutral
1631,I ' just watched episode S06 | E01 of !,neutral
1632,"First , and now the finale of ... I ' m getting really emotional in my "" old age "". …",positive
1633,I ' just watched the episode S06 | E02 of !,neutral
1634,S06 | E10 ‘ Til the End,neutral
1635,"I ' m watching 6x06 "" A Lot Than That """,neutral
1636,"Tell me , what is it you truly desire ?",positive
1637,Just finished the final ever episode of . What an amazing ending that was . So well done and topped off a …,positive
1638,Day 8 - + cast :,neutral
1639,Lovely reunion . Two Power . crownheartsmiling imp,positive
1640,I ' just watched episode S06 | E10 of !,neutral
1641,: just dance,neutral
1642,"Could someone please make a for all of ’ s t - on , sorted by episode and providing purchase links ? ! hearts",positive
1643,bourg B 75 …,neutral
1644,I ' just watched episode S03 | E15 of !,neutral
1645,I ' just watched episode S06 | E01 of !,neutral
1646,and,neutral
1647,I ' just watched episode S06 | E09 of !,neutral
1648,"Top 10 on - Sun , 3rd 1 - 2 - Maid 3 - 4 - 5 -…",positive
1649,There is something else other than being forced to leave his unborn child that me about the …,negative
1650,"when , we cry",negative
1651,: I was so I did this,neutral
1652,There are some nice in here but they are very rare,positive
1653,She ' s obviously never watched an episode of . ;),positive
1654,I ' just watched episode S06 | E08 of !,neutral
1655,When he into Rory ‘ s he already knew it . Another class act of ‘ s acting . …,neutral
1656,No caption hothotdrooling facedrooling face,negative
1657,tho ante but mother character ante movie lo aa …,neutral
1658,randomly posted all day long on the page … Stay tuned yum Comment & ; repost if you want mor …,positive
1659,. her favorite on .,positive
1660,and Decker heart eyessmiling face with three heartscupid,neutral
1661,Day 3 : Detective . One of my favorite was seeing Officer made detective . It was so beau …,positive
1662,So I finally decided to catch up on after not watching it for 10 . I can ' t believe how much stuff …,neutral
1663,I was just thinking there ’ s a distinct lack of Maze in the last few and she through the door . heart eyes…,negative
1664,I ' just watched episode S05 | E15 of !,neutral
1665,randomly posted all day long on the page … Stay tuned yum Comment & ; repost if you want mor …,positive
1666,i just watched S06 | E02,neutral
1667,Thanks heartkissing heart Love when some heart eyesheart,positive
1668,THE G NOTE - I ' T PREPARED sobblack heart LuciferSeason6,positive
1669,"The three of them were all amazing in this scene . clap Dan slowly coming into view , ' s reaction at seeing Dan …",positive
1670,heart eyesheart eyes She ' s just so grateful at being able to see Dan again . pleading LuciferSeason6,positive
1671,My first 10 in this event I think obey me finally show me some love and give me UR card Mammon …,positive
1672,: make yourself vulnerable - : what if out from ' s transcript about every th …,negative
1673,add & ; audio . For below dark …,neutral
1674,Already late ( day 3 is on the way ) and terrible at but I to draw . eyes …,negative
1675,I ' just watched episode S06 | E04 of ! 5 6 days 3,neutral
1676,I ' just watched episode S03 | E14 of !,neutral
1677,I hope this is pleading ! 3 . 08,positive
1678,was so good,positive
1679,""" Detective ! Detective ! Don ' t be preposterous !"" joy look - Photo by 2020 …",positive
1680,i just watched S06 | E01,neutral
1681,22 days until LuciferSeason6 in and ! “ Say you fall in love with a woman who a cat . W …,positive
1682,"Mystic , the unroll you for : WHAT IS TECHNOLOGY 1 . , , NATURE , TRANSHUMAN ……",neutral
1683,"I Eve ' s arc : when came to take her to the altar and she said "" No , I ' …",negative
1684,: You often use humor to deflect trauma : Thank you : I ' t say that was a good thing :…,positive
1685,", tending to ' s wounds : How would you rate your pain ? : Zero . Would NOT recommend .",negative
1686,I ' just watched episode S06 | E02 of !,neutral
1687,So the gang got together for some last night . And if this ’ t explain it what will man shrugging medium skin tone …,neutral
1688,Love ur keep them coming ..... thanks for this gift hugs LuciferSeason6 …,positive
1689,Just watched S06 | E06 of !,neutral
1690,I ' just watched the episode S06 | E01 of !,neutral
1691,I ' just watched episode S06 | E10 of !,neutral
1692,randomly posted all day long on the page … Stay tuned yum Comment & ; repost if you want mor …,positive
1693,I ' just watched episode S06 | E05 - The Murder of of ! …,negative
1694,S6 red heart Rory,neutral
1695,“ You can ’ t see me . But I ’ m right here ” pleadingpleading wearysob. LuciferSeason6,neutral
1696,"I ' m watching 5x16 "" A Chance at a Happy Ending """,positive
1697,add & ; audio . For below dark …,neutral
1698,add & ; audio . For below dark …,neutral
1699,"Last week ' s "" Bad With "" was a little harsh so we went easy on everyone this time …",negative
1700,I ' just watched episode S06 | E06 of !,neutral
1701,⛧⛧ Rend the veil !⛧⛧🡆 Key of the Exalted King 210 illuminati occult …,neutral
1702,I saw Comedy channel was about to start a movie Private Valentine : Blonde & ; Dangerous . The d …,negative
1703,When the day comes that away ( hopefully at the age 115 the day after running a 4k …,positive
1704,I ' m a day watching it from t …,neutral
1705,randomly posted all day long on the page … Stay tuned yum Comment & ; repost if you want mor …,positive
1706,Done !white check markblushgreen heart… So many though !!blushsee no evilsmiling impheart,negative
1707,"Done ! white check mark Difficult though , when you have many that are your ! wearysee no evilsmiling impheartheart",negative
1708,"I ' m watching 6x08 "" Save the Devil , Save the World """,positive
1709,mor3 And this is my !!heartheart A smile so bright that would lighten even the !blushsmiling impheartheartheart …,positive
1710,I love how you were able to sneak some into an . heartsmiling imp like a lot of fun ! christmas tree Some …,positive
1711,"I ' m watching 5x15 "" Is This Really How It ’ s Going to End ?!""",neutral
1712,add & ; audio . For below dark …,neutral
1713,Actually I ' m not reading any other apart from relaxed,positive
1714,S06 | E06,neutral
1715,I ' just watched episode S06 | E05 of !,neutral
1716,Manifest is my show but can ’ t stop watching as I ’ m on season 2 . Think it ’ s my second …,negative
1717,bureaucracy should be used as one of the for hell,negative
1718,I just want to hug him broken heart I ’ m only on Season 2 though,positive
1719,"I think I love , Internal turmoil of character well environment , and . …",positive
1720,"I think I love , Internal turmoil of character well environment , and t …",positive
1721,Watching on firefire,neutral
1722,"I think it ' s a general prompt thing for , but I ' m take it as . I was se …",neutral
1723,"I ' m watching 6x07 "" My Best Fiend ' s Wedding """,positive
1724,all these are ?,neutral
1725,": , ( review by An Honest ) LuciferSeason6 …",positive
1726,heart eyessparklesheart eyes i ' m so happy !!! I sold this article on Acrylic Block !!! Thank you very much for the purchase heart eyessparkles…,positive
1727,I ' just watched episode S06 | E10 of !,neutral
1728,I ' m watching on and it ' s amazing ! watch,positive
1729,"My Little Monkey , S02 | E07 , de !",neutral
1730,LOVELY drooling facesweat dropssmiling face with three heartsheartsrainbow,positive
1731,“ I don ' t think pain should exist . Do not counsel me on suffering and inevitability ! There are no to convince …,negative
1732,"I ' m watching 5x14 "" Nothing Forever """,neutral
1733,perfect couple heartsheartshearts,positive
1734,"It ’ s the fact that he tried that to me . 🥲 would have been a great Dad , despite himself . He …",positive
1735,randomly posted all day long on the page … Stay tuned yum Comment & ; repost if you want mor …,positive
1736,"Day 3 Lucitober2021 Used this prompt to try again , learnt ? Don ' t make it too small unamused & ; the …",neutral
1737,I ' just watched episode S06 | E09 of !,neutral
1738,I ' just watched episode S06 | E03 of !,neutral
1739,I ' just watched episode S06 | E09 of !,neutral
1740,I ' just watched episode S06 | E01 of !,neutral
1741,"on 3rd place ! Not it ' s . ! , , trend on Os …",neutral
1742,I ' just watched episode S06 | E03 of !,neutral
1743,": , by An Honest () LuciferSeason6 …",positive
1744,Will you find a for this ? randomly posted all day long on the page … Stay tuned yum C …,neutral
1745,"As I have said so often , I would like more from . This is my world . smiling imp …",positive
1746,add & ; audio . For below dark …,neutral
1747,add & ; audio . For below dark …,neutral
1748,add & ; audio . For below dark …,neutral
1749,add & ; audio . For below dark …,neutral
1750,add & ; audio . For below dark …,neutral
1751,add & ; audio . For below dark …,neutral
1752,add & ; audio . For below dark …,neutral
1753,add & ; audio . For below dark …,neutral
1754,add & ; audio . For below dark …,neutral
1755,add & ; audio . For below dark …,neutral
1756,add & ; audio . For below dark …,neutral
1757,add & ; audio . For below dark …,neutral
1758,add & ; audio . For below dark …,neutral
1759,add & ; audio . For below dark …,neutral
1760,add & ; audio . For below dark …,neutral
1761,add & ; audio . For below dark …,neutral
1762,add & ; audio . For below dark …,neutral
1763,add & ; audio . For below dark …,neutral
1764,add & ; audio . For below dark …,neutral
1765,I have watched S06 | E07 of !,neutral
1766,"I gave it a lot of thought . Since music is very mood - dependent , I d …",neutral
1767,"I thought I had shed all my in 515 then I saw 609 and I said to myself : "" in 610 I ' just smile "", b …",positive
1768,"good morning and happy with our , with our and just perfect in every episode o …",positive
1769,"Yeah , . Why is this show so beautiful ? Like literally . I during that montage of loving …",positive
1770,Don ' t forget to join us for later today ! We ' be kicking off with LuciferSeason6 trivia at …,positive
1771,Watching On !,neutral
1772,I ' just watched episode S02 | E09 of !,neutral
1773,3rd Day The First SIx Days Of Ritual In Name You …,neutral
1774,missing so much and it ' s only been 3 since s6 ...,negative
1775,Good morning heart smiling imp kissing heart wish y ' all a fantastic heart …,positive
1776,"So ... is there any plan to actually build another multiverse here ? , I need blushdizzy face …",neutral
1777,"6x10 "" ‘ Til the End "" ★★★★★★★★★★",neutral
1778,I ' just watched episode S06 | E10 of !,neutral
1779,and in one show me tiny for doing it sweat drops,neutral
1780,"her power , and she certainly ' t need ' s pendant smiling imp",positive
1781,Come on it ' s so cuteness and cute LuciferSeason6,positive
1782,yes what a beautiful morning firefireheart eyesheart eyes,positive
